datereceived,product,banks,community
"06/04/2012","Credit card","Bank of America","White"
"08/23/2012","Mortgage","Wells Fargo","White"
"07/13/2013","Mortgage","Wells Fargo","White"
"10/24/2013","Student loan","Sallie Mae","White"
"12/14/2011","Mortgage","Bank of America","White"
"09/17/2013","Bank account or service","JPMorgan Chase","White"
"04/21/2012","Bank account or service","Bank of America","White"
"10/31/2013","Student loan","Sallie Mae","White"
"10/25/2013","Credit reporting","Equifax","White"
"10/25/2012","Bank account or service","Wells Fargo","White"
"07/25/2013","Mortgage","Bank of America","White"
"03/08/2013","Mortgage","U.S. Bancorp","White"
"06/20/2013","Mortgage","U.S. Bancorp","White"
"08/11/2012","Student loan","Wells Fargo","White"
"06/20/2013","Credit card","Capital One","White"
"08/21/2012","Mortgage","Bank of America","White"
"10/25/2013","Credit reporting","TransUnion","White"
"06/19/2012","Credit card","Citibank","White"
"03/13/2012","Bank account or service","Bank of America","White"
"04/26/2013","Mortgage","Nationstar Mortgage","White"
"02/10/2012","Credit card","JPMorgan Chase","White"
"05/03/2012","Mortgage","JPMorgan Chase","White"
"07/30/2013","Mortgage","Bank of America","White"
"09/17/2013","Bank account or service","Citibank","White"
"04/18/2012","Mortgage","Bank of America","Hispanic"
"03/06/2013","Credit card","Citibank","Hispanic"
"01/09/2012","Mortgage","JPMorgan Chase","Hispanic"
"03/17/2013","Mortgage","Bank of America","Hispanic"
"02/06/2013","Mortgage","Bank of America","Hispanic"
"02/21/2013","Credit card","Amex","Hispanic"
"01/23/2013","Credit reporting","Experian","Hispanic"
"08/09/2012","Bank account or service","Bank of America","Hispanic"
"09/16/2013","Credit card","Capital One","Hispanic"
"08/05/2013","Bank account or service","Bank of America","Hispanic"
"10/08/2013","Mortgage","JPMorgan Chase","Hispanic"
"04/06/2012","Bank account or service","Wells Fargo","Hispanic"
"07/17/2012","Credit card","Bank of America","Hispanic"
"01/17/2013","Credit reporting","Equifax","Hispanic"
"01/17/2013","Credit reporting","Experian","Hispanic"
"10/02/2012","Mortgage","Bank of America","Hispanic"
"11/26/2012","Mortgage","Citibank","Hispanic"
"11/21/2012","Mortgage","Bank of America","Hispanic"
"01/17/2013","Credit reporting","TransUnion","Hispanic"
"02/19/2013","Credit card","Amex","Hispanic"
"11/07/2012","Credit card","Citibank","Hispanic"
"06/04/2013","Mortgage","JPMorgan Chase","Hispanic"
"08/28/2013","Credit card","Capital One","Hispanic"
"10/16/2012","Mortgage","Other","Hispanic"
"11/05/2013","Credit card","Amex","Hispanic"
"12/11/2011","Mortgage","JPMorgan Chase","Hispanic"
"04/15/2013","Credit card","Citibank","Hispanic"
"03/07/2013","Mortgage","Citibank","Hispanic"
"04/22/2013","Credit card","JPMorgan Chase","Hispanic"
"07/11/2013","Student loan","Sallie Mae","White"
"01/17/2013","Credit card","Bank of America","White"
"08/09/2013","Bank account or service","Wells Fargo","White"
"01/24/2012","Mortgage","Citibank","White"
"11/30/2012","Mortgage","Bank of America","White"
"08/02/2012","Bank account or service","Citibank","White"
"05/20/2013","Credit reporting","Equifax","White"
"01/19/2012","Credit card","Citibank","White"
"04/05/2012","Bank account or service","Bank of America","White"
"07/09/2013","Mortgage","Citibank","White"
"10/26/2012","Mortgage","U.S. Bancorp","White"
"09/04/2013","Credit reporting","Other","White"
"03/30/2012","Bank account or service","Citibank","White"
"06/17/2013","Credit reporting","Experian","White"
"01/25/2012","Mortgage","Citibank","White"
"09/12/2013","Credit card","JPMorgan Chase","White"
"09/17/2012","Bank account or service","Wells Fargo","White"
"12/23/2012","Credit reporting","Experian","White"
"05/16/2012","Mortgage","JPMorgan Chase","White"
"01/19/2013","Mortgage","Bank of America","White"
"09/24/2013","Credit reporting","Experian","White"
"05/06/2013","Bank account or service","Bank of America","White"
"03/04/2012","Bank account or service","Wells Fargo","White"
"06/19/2012","Consumer loan","Other","White"
"01/16/2013","Mortgage","Bank of America","White"
"06/04/2012","Credit card","Citibank","White"
"02/13/2013","Bank account or service","Bank of America","White"
"11/12/2013","Mortgage","Other","White"
"08/14/2012","Bank account or service","HSBC","White"
"11/07/2012","Mortgage","JPMorgan Chase","White"
"03/15/2013","Bank account or service","JPMorgan Chase","White"
"09/22/2013","Credit card","Bank of America","White"
"09/12/2013","Bank account or service","Bank of America","White"
"08/14/2013","Bank account or service","Other","White"
"06/25/2013","Bank account or service","Other","White"
"09/23/2013","Student loan","Other","White"
"09/22/2013","Credit card","Wells Fargo","White"
"09/22/2013","Credit card","Other","White"
"08/01/2013","Student loan","JPMorgan Chase","White"
"08/03/2012","Mortgage","U.S. Bancorp","White"
"05/23/2012","Bank account or service","JPMorgan Chase","White"
"08/26/2013","Credit card","Capital One","White"
"07/06/2012","Bank account or service","U.S. Bancorp","White"
"08/27/2013","Mortgage","Nationstar Mortgage","Hispanic"
"03/06/2012","Mortgage","JPMorgan Chase","Hispanic"
"07/29/2013","Credit card","Wells Fargo","Hispanic"
"10/11/2012","Credit card","Capital One","Hispanic"
"01/06/2012","Mortgage","Bank of America","Hispanic"
"07/08/2013","Mortgage","Other","Hispanic"
"11/05/2012","Credit card","Capital One","Hispanic"
"07/05/2012","Mortgage","Other","Hispanic"
"04/29/2012","Bank account or service","JPMorgan Chase","Hispanic"
"11/14/2012","Bank account or service","JPMorgan Chase","Hispanic"
"12/07/2012","Credit card","Bank of America","Hispanic"
"08/28/2012","Mortgage","Other","Hispanic"
"08/10/2012","Mortgage","JPMorgan Chase","Hispanic"
"01/28/2013","Bank account or service","Bank of America","Hispanic"
"08/06/2013","Mortgage","U.S. Bancorp","Hispanic"
"01/13/2012","Mortgage","Bank of America","Hispanic"
"08/20/2012","Mortgage","Bank of America","Hispanic"
"02/20/2013","Mortgage","Bank of America","Hispanic"
"01/14/2013","Mortgage","Bank of America","Hispanic"
"10/19/2012","Student loan","Other","Hispanic"
"03/19/2013","Mortgage","Wells Fargo","Hispanic"
"03/19/2013","Mortgage","Ocwen","Hispanic"
"05/21/2012","Bank account or service","Other","Hispanic"
"01/28/2013","Mortgage","Bank of America","Hispanic"
"02/29/2012","Mortgage","Ocwen","Hispanic"
"02/26/2013","Mortgage","Bank of America","Hispanic"
"07/05/2013","Bank account or service","JPMorgan Chase","Hispanic"
"02/03/2013","Credit card","Bank of America","Hispanic"
"05/21/2012","Bank account or service","Wells Fargo","Hispanic"
"08/21/2012","Credit card","Bank of America","Hispanic"
"11/01/2012","Mortgage","Bank of America","Hispanic"
"06/24/2013","Bank account or service","JPMorgan Chase","Hispanic"
"12/01/2011","Credit card","Bank of America","Hispanic"
"01/31/2013","Mortgage","Bank of America","Hispanic"
"08/16/2012","Bank account or service","Bank of America","Hispanic"
"11/29/2012","Mortgage","Other","Hispanic"
"12/26/2011","Credit card","Capital One","Hispanic"
"10/26/2012","Mortgage","Other","Hispanic"
"12/16/2011","Mortgage","Wells Fargo","Hispanic"
"04/12/2013","Mortgage","Wells Fargo","Hispanic"
"01/10/2013","Credit reporting","Equifax","Hispanic"
"07/24/2013","Mortgage","Nationstar Mortgage","Hispanic"
"12/03/2012","Mortgage","Bank of America","Hispanic"
"01/25/2013","Mortgage","JPMorgan Chase","Hispanic"
"10/21/2013","Credit card","Bank of America","Hispanic"
"02/01/2013","Credit reporting","Other","Hispanic"
"03/27/2013","Credit reporting","Equifax","Hispanic"
"03/27/2013","Credit reporting","TransUnion","Hispanic"
"10/25/2012","Mortgage","Other","Hispanic"
"07/24/2013","Mortgage","Wells Fargo","Hispanic"
"01/10/2013","Credit reporting","TransUnion","Hispanic"
"06/14/2012","Credit card","JPMorgan Chase","White"
"05/31/2012","Credit card","Citibank","White"
"11/21/2012","Bank account or service","Wells Fargo","White"
"06/17/2013","Mortgage","JPMorgan Chase","White"
"11/26/2012","Bank account or service","Citibank","White"
"06/12/2013","Bank account or service","Wells Fargo","White"
"05/31/2013","Credit card","Wells Fargo","White"
"06/20/2013","Credit reporting","Equifax","White"
"11/08/2013","Money transfers","Other","White"
"10/18/2012","Student loan","Sallie Mae","White"
"08/28/2013","Credit card","Other","White"
"03/25/2013","Mortgage","Other","White"
"05/02/2012","Mortgage","JPMorgan Chase","White"
"06/14/2012","Credit card","JPMorgan Chase","White"
"08/07/2012","Mortgage","Bank of America","White"
"10/09/2013","Bank account or service","Capital One","White"
"07/10/2012","Bank account or service","Wells Fargo","White"
"06/19/2013","Bank account or service","U.S. Bancorp","White"
"08/30/2013","Credit card","U.S. Bancorp","White"
"10/07/2012","Consumer loan","Wells Fargo","White"
"12/11/2012","Mortgage","OneWest Bank","White"
"08/20/2012","Bank account or service","Wells Fargo","White"
"11/16/2013","Consumer loan","Other","White"
"02/11/2013","Credit card","Amex","White"
"07/29/2013","Mortgage","Bank of America","White"
"09/28/2012","Bank account or service","Bank of America","White"
"02/16/2012","Credit card","Citibank","White"
"12/21/2011","Credit card","Other","White"
"02/13/2013","Mortgage","Bank of America","White"
"07/26/2012","Credit card","Bank of America","White"
"09/19/2013","Mortgage","Bank of America","White"
"07/19/2012","Mortgage","Citibank","White"
"03/14/2012","Bank account or service","Wells Fargo","White"
"01/04/2012","Credit card","Discover","White"
"09/26/2012","Mortgage","JPMorgan Chase","White"
"04/10/2012","Mortgage","Wells Fargo","White"
"03/22/2013","Mortgage","Ocwen","White"
"10/11/2013","Mortgage","SunTrust Bank","White"
"10/25/2013","Mortgage","OneWest Bank","White"
"07/31/2012","Mortgage","Other","White"
"12/19/2011","Credit card","Amex","White"
"06/22/2013","Mortgage","JPMorgan Chase","White"
"04/25/2012","Bank account or service","Bank of America","White"
"07/29/2013","Credit reporting","Experian","White"
"07/10/2012","Bank account or service","Wells Fargo","White"
"09/16/2012","Student loan","Citibank","White"
"05/01/2013","Mortgage","Bank of America","White"
"12/22/2011","Mortgage","Bank of America","White"
"06/28/2013","Mortgage","Bank of America","White"
"10/16/2013","Credit card","U.S. Bancorp","White"
"04/04/2013","Mortgage","Other","White"
"03/06/2012","Mortgage","Bank of America","White"
"04/16/2013","Credit reporting","TransUnion","White"
"03/02/2012","Credit card","Bank of America","White"
"05/18/2012","Bank account or service","U.S. Bancorp","White"
"08/08/2012","Consumer loan","Wells Fargo","White"
"03/01/2013","Credit card","JPMorgan Chase","White"
"10/10/2012","Mortgage","Bank of America","White"
"05/14/2013","Mortgage","Wells Fargo","White"
"08/27/2012","Credit card","Capital One","White"
"05/10/2012","Mortgage","Other","White"
"01/22/2013","Mortgage","Bank of America","White"
"06/04/2013","Mortgage","Bank of America","White"
"07/09/2012","Bank account or service","Other","White"
"05/03/2013","Mortgage","Bank of America","White"
"04/27/2012","Credit card","Citibank","White"
"02/13/2013","Mortgage","Wells Fargo","White"
"03/01/2012","Bank account or service","Wells Fargo","White"
"03/07/2012","Credit card","Wells Fargo","White"
"09/11/2013","Consumer loan","Wells Fargo","White"
"05/09/2013","Credit card","JPMorgan Chase","White"
"05/20/2012","Credit card","JPMorgan Chase","White"
"10/02/2013","Mortgage","JPMorgan Chase","White"
"04/14/2013","Mortgage","OneWest Bank","White"
"02/01/2013","Mortgage","OneWest Bank","White"
"01/18/2012","Mortgage","Green Tree Servicing, LLC","White"
"08/10/2012","Student loan","Other","White"
"07/12/2013","Mortgage","JPMorgan Chase","White"
"07/12/2012","Bank account or service","Bank of America","White"
"04/14/2013","Mortgage","JPMorgan Chase","White"
"12/27/2011","Credit card","Bank of America","White"
"08/29/2012","Bank account or service","Wells Fargo","White"
"12/06/2012","Credit reporting","Experian","White"
"04/24/2013","Bank account or service","JPMorgan Chase","White"
"09/10/2013","Credit card","Bank of America","White"
"08/21/2012","Credit card","U.S. Bancorp","White"
"11/18/2012","Credit card","Amex","White"
"08/01/2013","Mortgage","Nationstar Mortgage","White"
"12/03/2012","Mortgage","Bank of America","White"
"04/12/2013","Mortgage","Wells Fargo","White"
"03/26/2013","Mortgage","Ocwen","White"
"08/14/2013","Mortgage","Ocwen","White"
"09/04/2013","Credit reporting","Equifax","White"
"02/06/2013","Bank account or service","Citibank","White"
"10/24/2013","Credit card","GE Capital Retail","White"
"12/05/2012","Bank account or service","Bank of America","White"
"09/11/2013","Mortgage","JPMorgan Chase","White"
"09/04/2013","Credit reporting","TransUnion","White"
"04/18/2012","Bank account or service","Bank of America","White"
"06/05/2013","Credit card","Amex","White"
"10/07/2013","Mortgage","Capital One","White"
"10/19/2012","Mortgage","Ocwen","White"
"11/15/2012","Credit reporting","Experian","White"
"09/04/2013","Credit reporting","Experian","White"
"08/17/2012","Bank account or service","Bank of America","White"
"03/13/2012","Credit card","Bank of America","White"
"01/23/2013","Bank account or service","JPMorgan Chase","White"
"09/05/2013","Bank account or service","Other","White"
"07/11/2013","Mortgage","Bank of America","White"
"11/08/2012","Bank account or service","Wells Fargo","White"
"02/04/2013","Bank account or service","JPMorgan Chase","White"
"08/18/2013","Mortgage","OneWest Bank","White"
"01/28/2013","Mortgage","Bank of America","White"
"08/30/2013","Mortgage","Bank of America","White"
"12/11/2012","Mortgage","Bank of America","White"
"06/19/2012","Bank account or service","Bank of America","White"
"08/01/2013","Mortgage","Other","White"
"05/08/2013","Credit card","Discover","White"
"02/20/2013","Student loan","Citibank","White"
"04/18/2013","Money transfers","Other","White"
"11/23/2012","Credit reporting","TransUnion","White"
"04/10/2012","Mortgage","Bank of America","White"
"09/11/2013","Credit card","Capital One","White"
"05/15/2013","Credit card","Citibank","Hispanic"
"06/15/2012","Consumer loan","Other","Hispanic"
"05/08/2013","Credit reporting","TransUnion","Hispanic"
"09/04/2012","Mortgage","Capital One","Hispanic"
"05/07/2013","Credit reporting","Equifax","Hispanic"
"09/05/2012","Mortgage","Capital One","Hispanic"
"12/03/2012","Credit card","Citibank","Hispanic"
"02/22/2013","Mortgage","Bank of America","Hispanic"
"07/26/2013","Mortgage","Citibank","Hispanic"
"01/15/2013","Mortgage","Wells Fargo","Hispanic"
"06/15/2012","Credit card","Citibank","Hispanic"
"04/24/2012","Mortgage","Ocwen","Hispanic"
"02/14/2013","Credit card","Citibank","Hispanic"
"06/15/2012","Credit card","Citibank","Hispanic"
"01/31/2013","Mortgage","Wells Fargo","Hispanic"
"09/20/2013","Bank account or service","Wells Fargo","Hispanic"
"12/18/2012","Mortgage","Select Portfolio Servicing, Inc","Hispanic"
"03/02/2013","Credit card","Bank of America","Hispanic"
"02/28/2013","Mortgage","Wells Fargo","Hispanic"
"06/15/2012","Consumer loan","Citibank","Hispanic"
"04/16/2013","Mortgage","Bank of America","Hispanic"
"02/27/2013","Bank account or service","Bank of America","Hispanic"
"04/09/2013","Credit reporting","Equifax","Hispanic"
"03/01/2012","Credit card","Amex","Hispanic"
"03/26/2012","Credit card","Capital One","Hispanic"
"07/19/2013","Mortgage","Wells Fargo","Hispanic"
"04/12/2012","Credit card","Amex","Hispanic"
"04/26/2012","Credit card","Citibank","Hispanic"
"01/04/2012","Mortgage","Bank of America","Hispanic"
"05/31/2012","Student loan","Sallie Mae","Hispanic"
"08/06/2013","Credit card","Capital One","Hispanic"
"10/11/2012","Credit card","Capital One","Hispanic"
"08/10/2012","Credit card","Amex","Hispanic"
"11/16/2012","Mortgage","Ocwen","White"
"12/08/2012","Credit card","Discover","White"
"06/04/2012","Mortgage","Bank of America","White"
"07/31/2012","Credit card","Capital One","White"
"06/04/2012","Mortgage","Bank of America","White"
"10/10/2013","Credit card","JPMorgan Chase","White"
"05/16/2013","Bank account or service","Bank of America","White"
"04/11/2012","Bank account or service","Wells Fargo","White"
"05/16/2013","Bank account or service","JPMorgan Chase","White"
"01/17/2013","Bank account or service","Wells Fargo","White"
"06/27/2013","Consumer loan","Wells Fargo","White"
"09/20/2013","Bank account or service","Bank of America","White"
"08/28/2012","Bank account or service","Citibank","White"
"02/15/2013","Student loan","Other","White"
"07/19/2013","Bank account or service","JPMorgan Chase","White"
"03/21/2012","Bank account or service","Bank of America","White"
"06/22/2013","Mortgage","OneWest Bank","White"
"06/12/2012","Mortgage","Other","White"
"02/03/2013","Consumer loan","Other","White"
"01/17/2012","Mortgage","Citibank","White"
"06/14/2012","Student loan","Sallie Mae","White"
"05/16/2013","Bank account or service","Wells Fargo","White"
"11/20/2012","Mortgage","Bank of America","White"
"09/12/2013","Mortgage","Bank of America","White"
"05/21/2013","Credit card","Bank of America","White"
"10/30/2013","Bank account or service","Wells Fargo","Hispanic"
"06/20/2013","Mortgage","Wells Fargo","Hispanic"
"07/24/2013","Mortgage","Bank of America","White"
"06/07/2012","Bank account or service","Bank of America","White"
"08/16/2013","Mortgage","JPMorgan Chase","White"
"02/05/2013","Mortgage","OneWest Bank","White"
"03/04/2013","Mortgage","Citibank","White"
"08/22/2013","Mortgage","Other","White"
"10/09/2012","Mortgage","Green Tree Servicing, LLC","White"
"03/02/2012","Bank account or service","OneWest Bank","White"
"08/01/2012","Mortgage","JPMorgan Chase","White"
"09/24/2012","Mortgage","Bank of America","White"
"02/22/2012","Credit card","Capital One","White"
"07/25/2013","Mortgage","Green Tree Servicing, LLC","White"
"06/20/2012","Credit card","Citibank","White"
"02/02/2013","Mortgage","JPMorgan Chase","White"
"02/18/2013","Bank account or service","Bank of America","White"
"04/24/2013","Mortgage","Citibank","White"
"10/16/2013","Mortgage","JPMorgan Chase","White"
